Title,Price,Description,Location,Ddate Posted,Features,URL
Three Bedroom Upper Level House For Rent,"$2,200.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>A Beautiful open concept three bedroom
upper level semi house for rent.
Three bedrooms with one full &amp; one half washroom. One big living room with Pot lights &amp; balcony. One car parking in shared driveway. Laundry in the suite. All SS appliances. Near downtown Brampton. Utilities to be paid.
For details call
JP Singh
6473810050</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">L6V3A8, Canada</span>","<time datetime=""2019-08-18T00:05:57.000Z"" title=""August 18, 2019 12:05 AM"">18 days ago</time>","Unit TypeHouse : Bedrooms3 : Bathrooms1.5 : Parking Included1 : Agreement Type1 Year : Move-In DateSeptember 1, 2019 : Pet FriendlyNo : Size (sqft)1 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
"Rm Furnished or NON, CTS ambulance student /working professional",$550.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Free internet and utilities. Furnished / NON-Furnished
2 Rooms available in Newly renovated HUGE 3 bedroom basement apartment with separate entrance. Ceramic throughout.
Share living room bathroom and kitchen.
Laundry onsite.
Steps to bus stop and corner plaza.
YOU ARE A CLEAN QUIET NON SMOKER
AND ARE RESPECTFUL OF OTHERS!
I prefer contact by phone call.
Or text me your number and I can call you.
THIS IS NOT A PARTY HOUSE!
First and last months rent required
Parking Available Sept</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">L4N6S8, Canada</span>","<time datetime=""2019-08-29T14:33:22.000Z"" title=""August 29, 2019 2:33 PM"">6 days ago</time>",Furnished : NoPet Friendly : No,
3 bedroom townhome for sale or rent,"$1,800.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>3 bedroom townhouse with finished basement, excellent location , 2 minute walk to grocery store, and hazeldean mall. This townhome is in excellent condition with beautiful paint throughout and many upgrades. The selling price is $250.000 , the rental price is $1800, no utilities included. There will be an open house Sunday September 8th fro noon to 4pm</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">102 McDermot Ct, Kanata, ON K2L 3V2, Canada</span>","<time datetime=""2019-08-26T18:31:46.000Z"" title=""August 26, 2019 6:31 PM"">9 days ago</time>","Unit TypeTownhouse : Bedrooms3 : Bathrooms1.5 : Parking Included1 : Agreement Type1 Year : Move-In DateSeptember 14, 2019 : Pet FriendlyNo : Size (sqft)1,400 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
"KINGS TOWER CONDO,  1+ Bedroom with private Solarium and Terrace","$2,600.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>A Boutique Residence in the King West Village, Perfect For Urban Professionals.</p><p>• Extra Spacious And Bright Fully Furnished 1 Bedroom + Solarium Suite! (750 sqft) Fantastic Value</p><p>• Large Separate 200 sqft Solarium with Door, Includes queen pullout couch used for guest bedroom</p><p>• Private 250 sqft Terrace, perfect for entertaining and relaxing outside, patio furniture and planters included</p><p>• New Flooring + Extra High Ceilings</p><p>• Well Maintained with Full Appliances + Ensuite Laundry</p><p>• Cool City Views Include the CN Tower</p><p>You Will Love The Location!
Convenient Access To TTC including two 24 Hour Streetcar lines + St. Andrews Station, Steps away from the best restaurants, cafes, bars, grocery stores + 2min walk to Toronto International Film Festival, 5 minute walk to the CN Tower, Rogers Center, Roy Thompson Hall, Scotiabank Theatre &amp; Princess of Wales Theatre. Starbucks, Bulk Barn downstairs and Shoppers Drug Mart across the street so all your daily needs are covered.</p><p>Building Features:
• On Site Security • Visitor Parking • Fob Access For Individual Floors • 3 elevators for only 14 floors means no long elevator waits •</p><p>REC CENTER WITH GYM, BILLIARDS ROOM, PING PONG, PARTY ROOM, PATIO WITH BBQS!!</p><p>Underground Parking included, double depth for two cars</p><p>Terms: 1 Year. First and Last Months Rent + key deposit with Credit and Reference Checks Required.</p><p>MESSAGE WITH YOUR CONTACT INFORMATION, AVAILABILITY AND BRIEF DETAILS TO ARRANGE A PRIVATE VIEWING, CONDO IS AVAILABLE FOR IMMEDIATE OCCUPANCY</p><p>* IF THIS AD IS UP MEANS IT IS STILL AVAILABLE *</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">393 King St W, Toronto, ON M5V 3G8, Canada</span>","<time datetime=""2019-08-25T19:47:21.000Z"" title=""August 25, 2019 7:47 PM"">10 days ago</time>","Unit TypeCondo : Bedrooms1 + Den : Bathrooms1 : Parking Included2 : Agreement Type1 Year : Move-In DateAugust 31, 2019 : Pet FriendlyYes : Size (sqft)750 : FurnishedYes : Air ConditioningYes : Smoking PermittedOutdoors Only : Barrier-free Entrances and RampsYes : Visual AidsNo : Accessible Washrooms in SuiteNo : ",
"GORGEOUS, NEW 1 BEDROOM APARTMENT (Sherman and Cannon)","$1,050.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Long day at work?
Then you’ll want to move into our Stunning, Modern 1 bedroom apartment.</p><p>With a Walk Score of 83, we are close to:
•	parks (Scott Park, Myrtle Park)
•	shops (Tim Horton’s, Macy’s Food Market) and
•	the bus stop (Sherman Avenue North &amp; Cannon Street East) is steps away.</p><p>Additional Bonus Features:
•	Air conditioning
•	Lots of storage space
•	Onsite coin laundry</p><p>Optional:
•	Internet ($50/month)
•	Onsite storage shed is available ($50/month)</p><p>Rent: $1050 + hydro</p><p>Required: Proof of income, references and credit check.</p><p>When replying to this ad, please answer the following questions:
1)	What is your name and contact number?
2)	When and how long are you looking to stay?
3)	What kinds of pets do you have?
4)	Please tell us a little about yourself / your situation.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Hamilton  L8L6L8 ON, Canada</span>","<time datetime=""2019-08-30T17:01:01.000Z"" title=""August 30, 2019 5:01 PM"">5 days ago</time>","Unit TypeDuplex/Triplex : Bedrooms1 + Den : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Move-In DateSeptember 3, 2019 : Pet FriendlyYes : Size (sqft)700 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
BEST COWORKING IN TOWN!,$456.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div>WHY WOULDNT YOU GET A WORKSPACE AT SPACES North York?<br/> Spaces North York is an inspiring place where ideas flow, companies can be built and networking connections evolve.<br/> Everything included. Subject to terms and conditions.<br/> <br/> The total space includes a shared space of 200sqft, furnished with high-quality furniture, common areas such as the kitchen, multilingual receptionists and free to other taxes and costs such as water, electricity and community fees.<br/> <br/> Spaces offers a coworking workspace including the latest technologies, high-quality furniture and common areas such as the cafeteria, Business Club and a multilingual and professional administrative crew. At Spaces, you will be able to work in a professional atmosphere and grow your professional contacts while you reduce your costs and increase your profitability. Spaces provides you with an extreme flexibility, paying only what is used. Enquire now !!!<br/> https://www.spacesworks.com/toronto/north-york/?utm_source=KijijiNA&amp;utm;_medium=portal</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">5200 Yonge Street, Toronto, ON, M2N 5P6</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Furnished : No,
Spacious 3 bed Main level of house for rent in Midland!,"$1,550.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Another 3 bedroom Upper/Main level unit brought to you by A.G. Secure Property Management!</p><p><strong></strong></p><p><strong>Rent:</strong>$1550.00 inclusive</p><p><strong>Available:</strong>Currently</p><p>-3 bedrooms / Master bedroom with his &amp; hers closets, large 2nd bedroom, standard size 3rd bedroom<br/>- Open concept Kitchen/Family Room with large front window overlooking the front driveway</p><p>- 1 full bathroom with tub</p><p>- eat in kitchen</p><p>- in unit washer/dryer closet located in the kitchen area</p><p>- shared, partially fenced back yard</p><p>- 1 parking spot for a larger vehicle OR 2 spots one behind the other for smaller/compact vehicles</p><p>Don't forget to ask about our Lease Signing Promotion of a FREE $250.00 Visa Gift Card!</p><p><strong>Notes:</strong></p><p>- Pet Waiver Required</p><p>-no smoking permitted inside the unit</p><p><br/><br/></p><p></p><p></p><p></p><ul><li>Utilities Included</li></ul></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">579 Wayne Cres-1, Midland, ON, L4R 5E2</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Unit TypeApartment : Bedrooms3 : Bathrooms1 : Parking Included2 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Smoking PermittedOutdoors Only : ,
1021 Duke Street-Three Bedroom Townhouse in Historical Preston,"$1,695.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>K-W Property Management Corp Presents:</p><p><br/>Located at 1021 Duke St. in Cambridge!<br/><br/>Three Bedroom Townhouse in Historical Preston!<br/><br/></p><ul><li>3 Bedrooms</li><li>1.5 Bathrooms</li><li>4 Appliances (fridge, stove, washer and dryer)</li><li>Eat in kitchen</li><li>Fenced yard</li><li>Mix of carpet, laminate and tile throughout</li><li>Unfinished basement</li><li>Single car garage</li><li>2 Car parking</li></ul><p><br/><br/>Close to schools, shopping, and parks! Dont miss out, book your viewing today!<br/><br/>*Finished basement on October 1st*<br/><br/>Available September 1st</p><p><br/>$1695.00 plus all utilities!</p><p><br/>*Non-smoking*</p><p><br/>K-W Property Management Corp<br/>www.kwproperty.com<br/><br/><br/>To book an appointment check our online calendar for upcoming showingshttp://kwproperty.com/calendar.asp.</p><p></p><p>If you do not find a suitable showing time, please email us your availability and we will book you a time to see the unit</p><p></p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">1021 Duke Street, Cambridge, ON, N3H 5L7</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Unit TypeTownhouse : Bedrooms3 : Bathrooms1.5 : Parking Included2 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ,
BEST COWORKING IN TOWN!,$433.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div>BEST COWORKING IN TOWN! WHY WOULDNT YOU GET A WORKSPACE AT SPACES Cite Multimedia?<br/> Spaces Cite Multimedia is an inspiring place where ideas flow, companies can be built and networking connections evolve.<br/> Everything included. Subject to terms and conditions.<br/> <br/> The total space includes a shared space of 200sqft, furnished with high-quality furniture, common areas such as the kitchen, multilingual receptionists and free to other taxes and costs such as water, electricity and community fees.<br/> <br/> Spaces offers a coworking workspace including the latest technologies, high-quality furniture and common areas such as the cafeteria, Business Club and a multilingual and professional administrative crew. At Spaces, you will be able to work in a professional atmosphere and grow your professional contacts while you reduce your costs and increase your profitability. Spaces provides you with an extreme flexibility, paying only what is used. Enquire now !!!<br/><br/></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">""2 St. Clair Avenue West Toronto"", Toronto, ON, M4V 1L5</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Furnished : No,
House for Rent-New Price,"$2,550.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Available Fall 2019. Stunning open concept home situated in an outstanding location within desirable Guildwood Estates. Close to all amenities including shopping, schools, parks, transit, hospitals and downtown. Features include hardwood floors throughout, gourmet kitchen with granite island. Second level has two large bedrooms each with an en-suite, a loft area, and convenient second floor laundry room. Basement has a large finished recreation room with lovely new flooring, and three-piece bathroom. Attached garage with inside access. Viewings by appointment; M-F, 1pm to 4pm.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">2368 Virginia Dr, Ottawa, ON K1H 6S2, Canada</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>","Unit TypeHouse : Bedrooms2 + Den : Bathrooms3.5 : Parking Included2 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyLimited : Size (sqft)1,800 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
Office Space for 3 to 5! PREMIUM LOCATION,"$2,067.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div>Do you want a space for your entrepreneur and creative team? Do not hesitate, visit Spaces.<br/> Our offices for 3 or 5 people are the perfect place for team working and developing projects.<br/> Spaces The Well is provided with a totally renewed spaces, excellent WiFi connection, bright workspace and a business community. Spaces centres are surrounded by restaurants and shops, making it a perfect zone to take a walk and have a break. Your new workspace is easily accessible with public transport. Subject to terms and conditions:<br/> The total space of 900sqft includes a private office of 150sqft for 3 or 4 people, with high-quality furniture, common areas such as the kitchen, multilingual receptionists and it is free to other taxes and costs such as water, electricity and community fees.<br/> Enquire now !!!</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">460 Front St West, Toronto, ON, M5V 3K2</span>","<time datetime=""2019-09-04T12:36:01.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Furnished : No,
October 1st  ~ 1  BEDROOM ~ BESIDE CARLINGWOOD MALL,"$1,299.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div>SOMERSET TOWERS<br/>2055-2045 Carling Ave<br/><strong></strong><br/><br/>October 1st! 1 Bedroom! $1, 299.00<br/>Heat &amp; Water Included<br/>Hyrdo extra<br/>Indoor parking $80/month, Outdoor parking $60/month<br/><br/><br/>Our Property Offers:<br/>Well maintained / Spacious Apartments with Hardwood Floors!<br/>Large Windows and Balconies with Stunning Views<br/>Freshly Painted Apartments<br/>Fridge &amp; Stove Included<br/>Laundry Suites on Site, Smart Card System<br/>Free Storage Locker &amp; Bicycle storage Room<br/><br/>Outdoor Pool (seasonal) with On-site Life Guard, Beautiful Mature Grounds<br/>Amenity Rooms Available For Use, Free<br/>Games Rooms with Pool Table &amp; Shuffle Board, Free<br/>Fitness Room with Cardio Machines &amp; Weights, Free<br/>**Pet Friendly<br/><br/>Located beside Loblaws/ Medical Clinics/ Library/ Elementary &amp; High Schools<br/>On major bus routes<br/>Close to Algonquin College, short commute to downtown<br/><br/>Monday to Friday on Site Office Staff 8:30am to 5pm<br/><br/>Call now to book your next appointment 613-729-1500<br/>CRIMINAL, CREDIT &amp; REFERENCES CHECKS CONDUCTED AT APPLICATION</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">2055 Carling Ave, Ottawa, ON, K2A 1G6</span>","<time datetime=""2019-09-04T17:41:10.000Z"" title=""September 4, 2019 5:41 PM"">about 9 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Smoking PermittedYes : ,
November 1st ~ 2 Bedroom ~  Beside The Carlingwood Mall,"$1,549.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><strong>Welcome to Somerset Towers!!</strong><br/>Located at 2055 Carling Ave-Beside the Carlingwood Mall! <strong><br/></strong><strong></strong><br/>November 1st ~ 2 Bedroom ~ $1,549.00<br/><p>Our Suites:</p><p>- Heat and water are included<br/>- Hydro is additional<br/>- Freshly painted, cleaned, and well-maintained suites<br/>- Hardwood floors throughout<br/>- Fridge and stove are included<br/>- Suites are wired for high speed internet &amp; digital cable<br/>- Big bright windows with large 16 ft. balconies</p><p>Our Buildings:</p><p>- Pet friendly Buildings<br/>- Parking available $60 outdoor and $80 indoor<br/>- Visitors parking available with Park Safe meters<br/>- Two 24 hour laundry rooms on main floor - smart card system<br/>- One complimentary storage locker available<br/>- Outdoor pool (seasonal)<br/>- Free Gym onsite<br/>- Free amenity room on site<br/>- Live in superintendents on site, available 24/7 for emergency service<br/>- Property Manager on site Monday to Friday 8:30 am to 5:00 pm<br/>- We are proudly part of the Crime-Free Multi Housing Program with a security team that patrols the grounds and common area surveillance<br/>- Walking distance to the beach, parks, schools, shopping and major transit lines</p><p><br/>Call now to book your next appointment 613-729-1500</p>OTTAWA'S PREMIER LOCATIONS!<p>www.paramountapts.com</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">2055 Carling Ave, Ottawa, ON, K2A 1G6</span>","<time datetime=""2019-09-04T17:41:08.000Z"" title=""September 4, 2019 5:41 PM"">about 9 hours ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Smoking PermittedYes : ,
November 1st ~ 1 bedroom ~ BESIDE CARLINGWOOD MALL,"$1,349.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><strong>SOMERSET TOWERS</strong><br/>2055-2045 Carling Ave<br/><br/>November 1st!<br/>1 bedroom ~ $1,349.00<br/>Heat &amp; Water Included<br/>Hydro extra<br/>Indoor parking $80/month Outdoor parking $60/month<br/><br/><br/>Our Property Offers:<br/>Well maintained / Spacious Apartments with Hardwood Floors!<br/>Large Windows-16 ft Balconies with Stunning Views<br/>Freshly Painted Apartments<br/>Fridge &amp; Stove Included<br/>Laundry Suites on Site 2 per building on Smart Card System<br/>Storage Lockers &amp; Bicycle storage Rooms<br/><br/>Free Outdoor Pool (seasonal) with On-site Life Guard, Beautiful Mature Grounds<br/>Free Amenity Rooms Available For Use<br/>Free Games Rooms with Pool Table &amp; Shuffle Board<br/>Free Fitness Room with Cardio Machines &amp; Weights<br/>**Pet Friendly<br/><br/>Located beside Loblaws/ Medical Clinics/ Library/ Elementary &amp; High Schools<br/>On major bus routes<br/>Close to Algonquin College, short commute to down town<br/><br/>Superintendents on site<br/>Monday to Friday on Site Office Staff<br/><br/>Call now to book your next appointment 613-729-1500<br/>CRIMINAL, CREDIT &amp; REFERENCE CHECKS CONDUCTED AT APPLICATION<br/>(613)729-1500</div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">2055 Carling Ave, Ottawa, ON, K2A 1G6</span>","<time datetime=""2019-09-04T17:41:10.000Z"" title=""September 4, 2019 5:41 PM"">about 9 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyYes : FurnishedNo : Smoking PermittedYes : ,
Fantastic 2 bedroom apartment for rent!,"$1,415.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p><strong>Great 2 bedroom apartment, AMENITIES GALORE! Office open daily, CALL TODAY!</strong><br/><br/><strong>2 bedroom apartments starting at $1,415*</strong><br/><br/>Realstars Prince William Apartments are ideally located in the heart of Belleville, with public transit found right outside the front door and access to the major thoroughfare of Dundas Street only one block away. The Bay of Quinte and easy access to Bayview Heights Park make this a great location for anyone looking to rent.</p><p>- Fridge and stove<br/>- In-suite storage<br/>- Fitness facility<br/>- Outdoor pool<br/>- Sauna<br/>- Social room with numerous events<br/>- Laundry facility<br/>- On-site storage <br/>- Covered and surface parking<br/>- 24/7 on-site management<br/>- Close to Bay View Mall, Loblaws and Shoppers Drug Mart</p><p>Suite Features:<br/> Fridge and stove<br/> Carpeted flooring<br/> In-suite storage<br/> Balcony<br/> Air conditioning included</p><p>Property Features:<br/> Outdoor pool<br/> Sauna<br/> Fitness facility<br/> Social room with events<br/> Laundry facility<br/> Secured entry<br/> Covered and surface parking<br/> 24/7 on-site management</p><p>Neighbourhood / Attractions:<br/> LCBO<br/> Food Basics<br/> Minutes to downtown<br/> McDonald's<br/><br/>Living with Realstar (Proudly Managed by Realstar)<br/>Live well with 24 hour on-site management. Realstar strives to provide you with a superior living experience and exceptional resident care. We organized social events that foster a sense of community. Realstar buildings are impeccably clean, well maintained and environmentally efficient.<br/>The rental office is open daily with 24 hour application approval. Realstar makes renting easy. Come view this apartment today!</p><p>*Pricing and availability subject to change without notice, E &amp; O.E.<br/><br/><strong>165 Herchimer Avenue<br/>Belleville, Ontario<br/>Canada, K8N 5M1<br/><br/></strong>Contact Us:<br/>(613) 480-6469</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">165 Herchimer Avenue, Belleville, ON, K8N 5M1</span>","<time datetime=""2019-09-04T12:36:00.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Pet FriendlyLimited : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ,
AVAILABLE NOVEMBER - 1 Bedroom Apartment Near Cherryhill,"$1,099.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Beautiful 1 bedroom apartment available November. This fantastic apartment is available for $1099.00 monthly, utilites inclusive. The building has controlled building entry and 24 hour monitored security cameras. There is also a laundry room on the first floor.<br/><br/>Located close to the Cherryhill Mall, restaurants, banks, grocery stores, medical care.Great location for those who use public transit.<br/><br/><strong><strong><strong>Don't miss this opportunity call today to find out more about these apartments! Contact us at 519-851-6589 or visit our website atwww.bluestoneproperties.com/residential/251-261-plattsfor more information.</strong></strong></strong></p><p>""Building Better Lives and Better Communities through Better Properties"".</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">251 Platts Lane, London, ON, N6H 4P4</span>","<time datetime=""2019-09-04T12:36:00.000Z"" title=""September 4, 2019 12:36 PM"">about 14 hours ago</time>","Unit TypeApartment : Bedrooms1 : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateNovember 1, 2019 : Pet FriendlyNo : Size (sqft)472 : FurnishedNo : Smoking PermittedNo : ",
Three bedroom townhouse for rent in Trudeau Dr.,"$1,450.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Three bedroom, one bathroom townhouse for rent to professional or cooper students. Reference and credit check required. Please send me by email which includes something about yourself, I will get back to you as soon as I can. House size is not accurate.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Sarnia N7S4T5 ON, Canada</span>","<time datetime=""2019-09-04T12:35:29.000Z"" title=""September 4, 2019 12:35 PM"">about 14 hours ago</time>","Unit TypeTownhouse : Bedrooms3 : Bathrooms1 : Parking Included2 : Agreement Type1 Year : Move-In DateSeptember 7, 2019 : Pet FriendlyNo : Size (sqft)800 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
5 bdrm 4 bthrm home for rent Rideau River community of Overbrook,"$3,488.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>5 bedroom 4 Bathroom home for rent Rideau River community of Overbrook</p><p>-Close to the Rideau River, downtown, bike and walking path.
-Easy access to Queensway make this location truly central.</p><p>This modern home with all the bells and whistles is spacious and offers</p><p>4+1 Bedrooms &amp; 4 baths.</p><p>Main floor offers
-living, dining, office/bedroom and a powder room.
-beautiful hardwood
-Gorgeous kitchen with a large island is a chef's dream.</p><p>2nd floor
-master with a 6 pcs ensuite,
-3 good size bedrooms
-main bath
-2nd floor laundry room</p><p>Basement
-Fully finished, has rec rm/exercise rm space,
-An additional bedroom
-Full bath</p><p>-Concrete dividing wall between the units, 9' ceiling on main level, insulated main floor for noise,
-fenced backyard and patio are some of the features of this home.
-Great and private back yard perfect for your family.
-Surface parking.</p><p>rent $3488/month
Call to book this opportunity, 613-407-7040</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">57 Columbus Ave, Ottawa, ON K1K 1R2, Canada</span>","<time datetime=""2019-09-04T12:35:12.000Z"" title=""September 4, 2019 12:35 PM"">about 14 hours ago</time>","Unit TypeDuplex/Triplex : Bedrooms5+ : Bathrooms4 : Parking Included3+ : Agreement Type1 Year : Move-In DateSeptember 4, 2019 : Pet FriendlyLimited : Size (sqft)1 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
"OCT 1St. IDEAL FOR A PROFESSIONAL, CLOSE TO HOSPITALS AND QUEENS","$1,995.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>IDEAL FOR A PROFESSIONAL (Residency Doctor / PhD Student) OCT 1St.. ALL INCLUSIVE $1995.00 MINT CONDITION.
MAIN LEVEL BUNGALOW HOME WITH TWO BEDROOMS PLUS DEN, TWO 4 PIECE BATHROOM, Excellent central location in a great quiet neighbourhood at Taylor Kidd Blvd and Centennial Drive. Just 7 minutes by vehicle to Hospitals/Queens.</p><p>FEATURES INCLUDE: Six appliances, fridge, stove, microwave, dishwasher, washer and dryer, beautiful gas fireplace, gorgeous kitchen with bar counter top, ceramic tile and hardwood floors, blinds, main level laundry, mirror doors, central air conditioning, storage room, patio deck.</p><p>NON SMOKER, NO PETS PLEASE, PARKING FOR ONE VEHICLE. (NOT SUITABLE FOR MULTIPLE STUDENTS)</p><p>Available Oct 1st. All inclusive $1995.00 per month includes utilities, heat hydro water. One year lease required, first and last month rent upon signing lease agreement, references required and credit check information. Quick response by email.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, K7M 0A7, Kingston, ON</span>","<time datetime=""2019-09-04T12:34:01.000Z"" title=""September 4, 2019 12:34 PM"">about 14 hours ago</time>","Unit TypeHouse : Bedrooms2 + Den : Bathrooms2 : Parking Included1 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)1,150 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ",
BEST PRICES OUTDOOR/INDOOR STORAGE FOR BOATS/RV'S/TRAILERS ETC.,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>GREAT PRICING ON OUTDOOR AND INDOOR STORAGE
PLEASE TEXT OR CALL 416-858-5095 FOR INFO AND PRICING
CLOSE TO 401 AND TRAFALGAR ROAD
SPACE FOR ALL SIZES
GRAVEL LOT/VIDEO SURVEILLANCE/GATED ACCESS
ONSITE STORAGE
STORAGE DELIVERED TO YOUR HOME OR BUSINESS</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">9198 Sixth Line, Georgetown, ON L7G 4S6, Canada</span>","<time datetime=""2019-09-04T12:33:48.000Z"" title=""September 4, 2019 12:33 PM"">about 14 hours ago</time>",More Info : Storage,
