Title,Price,Description,Location,Ddate Posted,Features,URL
Room for Rent in Basement,$350.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Room For Rent with own toilet,
No parking, Females only
Female students or on work permit welcome ,
Shared Kitchen, Shower, Laundry, Common Area,
550 for Single occupancy,
350 for double occupancy,
If you reading this its available...…..reply with details.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">29 Prince Edward Blvd, Brampton, ON L6P 2L8, Canada</span>","<time datetime=""2019-09-04T15:50:39.000Z"" title=""September 4, 2019 3:50 PM"">about 4 hours ago</time>",Furnished : YesPet Friendly : No,
"Detached House - Short/Long term Lease in Minneola, Mississauga","$2,750.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Great detached bungalow for Short/Long Term Rent in Great location:</p><p>--&gt; 2+2 bedrooms
--&gt; 1.5 washrooms
--&gt; Gorgeous Landscaping
--&gt; Additional fully covered shed for your fun activities, BBQ, storage. Additional Fridge is provided in the shed. And also electricity is accommodated for the Shed as well
--&gt; BBQ location
--&gt; 20 Minutes to downtown, Toronto
--&gt; 5 Minutes to Port Credit GO station
--&gt; 5 Minutes to QEW
--&gt; Great schools and great community
--&gt; Partially furnished (can remove the furniture if you don't need it)</p><p>TEXT or CALL at 647-606-3489 if interested to rent.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">422 Marf Ave, L5G1T3, Mississauga, ON</span>","<time datetime=""2019-09-04T15:50:23.000Z"" title=""September 4, 2019 3:50 PM"">about 4 hours ago</time>",Bedrooms : 4Bathrooms : 1.5Furnished : NoPet Friendly : No,
Room for rent ,$550.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>One bedroom for tent for single person at new house . No car parking available</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">44 Daffodil Pl, Brampton, ON L6Y 3B9, Canada</span>","<time datetime=""2019-09-04T15:49:49.000Z"" title=""September 4, 2019 3:49 PM"">about 4 hours ago</time>",Furnished : YesPet Friendly : No,
Shared Office Space or Desk Rental...Join Us!,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>York Region's most MODERN shared office space community! One simple 'all inclusive' price includes daily boardroom and collaboration room use, professional business address in proper secured office tower, business grade WIFI, modern height adjustable desk use, well maintained Class A building, covered parking, restaurant on premise, complimentary beverages...www.yorkexecutivegroup.com OR e-mail info@yorkexecutivegroup.com. Hotdesks for $200 per month, Dedicated desks only $400 per month, window office only $1000 per month.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">175 Commerce Valley Dr W, Thornhill, ON L3T 7P6, Canada</span>","<time datetime=""2019-08-29T15:08:02.000Z"" title=""August 29, 2019 3:08 PM"">6 days ago</time>",Furnished : Yes,
YORKVILLE  1-Bedroom + Den Condo for RENT,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Fully Furnished 1 Bedroom + Den Suite for RENT
contact to negotiate no AGENTS!
Spectacular Luxury Condominium In The Heart Of Prestigious Yorkville Neighbourhood
Live In The Heart Of Yorkville! High Demand Building On Quiet Street, Walk To Bloor, Restaurants, Galleries, Library, Subway,World Class Retail And Dining
Miele Appliances, granite counter tops, laminate flooring, marble washroom flooring, 680 sq/ft living space, East View
Furnished Suite Includes:
- Modern furniture
- Fresh linens,bedding and towels
- A fully equipped kitchen with dishes, silverware and cleaning products
- Premium Cable TV(Rogers)
- Fiber Express Internet(Rogers)
- Home Phone Line(Rogers)
- Kuerig Coffee Maker
- All utilities
No Parking, No Locker
Unit is on the 17th floor facing east
AVAILABLE END OF AUGUST to 1st week SEPTEMBER
Overview
Located at the junction of Davenport Road and Mcmurrick Street, The Yorkville has a striking V-shaped corner façade of geometric glass and steel, bringing a smart and contemporary feel to the area.
The building rises 31-storeys and contains 233 Toronto condos for sale and for rent, with a mix of apartment style units and urban townhouses. With a wide variety of sizes and layouts from studios to two-bedrooms plus den, The Yorkville will offer something for every lifestyle, showcasing hardwood floors, quartz and natural stone countertops, fully modern bathrooms with marble flooring, and private balconies. The building amenities are designed for the high-end lifestyles of Yorkville residents, focusing on the social side of life. A lifestyle that will be catered to at home and continued out in the Yorkville neighbourhood, with fine dining restaurants, top bars and clubs, boutique shopping, and intriguing art galleries all at your fingertips. The Yorkville is an ideal residence for young professionals looking to live large and seize the city.</p><p>Most Notable Features
On top of Yorkville: With a great location, just north of Yorkville's main scene of boutique shops and gourmet restaurants, residents at The Yorkville will feel as though they live right on top of Toronto’s trendiest neighbourhood. Stroll along Yorkville Avenue from Bay to Yonge Street within minutes, or pop down to Bloor Street via convenient TTC routes. The town is yours!
Club Yorkville: Among the amenities package, residents will have access to Club Yorkville, an exclusive lounge that opens to a piano bar and billiards room, an elegant dining room with a private wine cellar and a full gourmet kitchen and catering facilities. Not to mention there is also a full fitness centre and rooftop terrace.
Urban Townhouses: Rare among downtown Toronto condos, The Yorkville offers a selection of urban townhouse units within the building’s ground floor podium. Sharing much of the same designs and finishes as the tower units, the townhouses are perfect for homeowners who want a bit more space, street-level access, and the preferred vibe of a house over an apartment.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Davenport Rd, Toronto, ON M5R 0B5, Canada</span>","<time datetime=""2019-08-15T01:40:02.000Z"" title=""August 15, 2019 1:40 AM"">21 days ago</time>","Unit TypeCondo : Bedrooms1 + Den : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Move-In DateSeptember 1, 2019 : Pet FriendlyNo : Size (sqft)680 : FurnishedYes : Air ConditioningYes : Smoking PermittedNo : Barrier-free Entrances and RampsYes : Visual AidsNo : Accessible Washrooms in SuiteNo : ",
AAA Office space for rent for 8 -56 ppl with lakefront view,"$6,500.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Extra office space available for rent in a AAA building located in Harbourfront.</p><p>Seven 8-desk clusters available; we would like to rent out the desks in clusters of 8 but are definitely open to adjusting up if you need more than one cluster.</p><p>Features:
• Large open team space; clusters of 8 desks for teams of 8-56 people in total
• Natural light-filled open space with high ceilings and large windows
• Access to one large shared boardroom and four shared meeting rooms
• Access to shared phone booths for private calls
• Great location close to Harbour / York intersection
• Easy walking distance to public transit, parking, food, and shopping
• Short walk to Union station and steps away from Queens Quay LRT.
• Direct PATH access to TTC, GO Transit, VIA Rail, and the UP express
• Food court in the building
• Pure Fitness / Gym in close proximity</p><p>Price: $6,500 / month + HST (for each 8-desk cluster)
Deposit: 1 month rent fully refundable at end of booking
Availability: Immediately
Term: 6-month minimum, then month-to-month (negotiable)</p><p>Included in rent:
• Fully furnished workspaces
• High-speed internet
• On-site boardroom access (booked for free in advance)
• Video conference room access
• Cleaning service (daily)
• Full kitchen access
• Coffee and tea
• Filtered water
• Print / scan / copy
• Mailbox services
• Common area
• Bathrooms
• Bike racks
• Storage room
• 24/7 access
All terms are negotiable for the right tenant!</p><p>Please message if interested! Thanks for looking!</p><p>Rent, Lease, Sublease, Sublet, Office Space, Office Desk, Dedicated Desk, Desk Space, Toronto, Tech, Office Space, Studio Space, Hot Desk, Wework, We Work, Shared Space, Shared Office, CoWorking Space, Co-Working Space, Start-up, Start up, Startup, Flexible, monthly, month to month, private office, Regus, Workhaus, Work Haus, Downtown, Down town</p><p>Waterfront, Water front, Queens Quay, Lakefront, Lake front, Lake view, Harbour, Harbourfront, Harbour front</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, toronto M5J 0B6 ON, Canada</span>",,"Size (sqft) : 6,000Furnished : Yes",
Peaceful country home in Clyde Forks,"$1,300.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>The hamlet of Clyde Forks is home to this cute three bedroom home, with five appliances, and a garage. The house is heated by a brand new propane furnace, and the sun porch has a wood stove (WETT Certified). The property is two acres+ and was home to extensive vegetable gardens, that have grown over. If you want to garden, just till and plant. This property is located 45 minutes from Perth and 30 minutes from the village of Lanark. Tenants must have reliable transportation. This area is serviced by school buses. First and last, confirmation of income and references required.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">821 Cemetery Rd, Lanark, ON K0G 1K0, Canada</span>","<time datetime=""2019-09-02T18:11:58.000Z"" title=""September 2, 2019 6:11 PM"">2 days ago</time>","Unit TypeHouse : Bedrooms3 : Bathrooms1 : Parking Included2 : Agreement TypeMonth-to-month : Move-In DateOctober 1, 2019 : Pet FriendlyLimited : Size (sqft)1,200 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : ",
1 Room For Rent In A New House Close To UOIT And Durham College,$600.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>1 Room ( 12ft x 12 ft) for rent in a new house close to UOIT and Durham College. Minutes from Hwy 7 and Hwy 407. Bus # 417 service available to and from Durham College to Bridle Road (Close to the house). Very clean and peaceful neighbourhood. Looking for male full time student. Utilities and internet included. Laundry on same floor and 4 piece washroom shared by two students. First and last month rent and references required. Available immediately. There is one parking spot available on the driveway for $ 50 per month. Furnished option available.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, OSHAWA L1L0H5 ON, Canada</span>","<time datetime=""2019-08-31T16:33:48.000Z"" title=""August 31, 2019 4:33 PM"">4 days ago</time>",Furnished : No,
Brand New 4 Bedroom detach for lease 2000 in Cambridge,"$2,000.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>No Realtors Please.
Only good credit and strong job and paystubs to support income proof
Brand New.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Ridge Rd, Cambridge, ON, Canada</span>","<time datetime=""2019-09-04T15:49:48.000Z"" title=""September 4, 2019 3:49 PM"">about 4 hours ago</time>","Unit TypeHouse : Bedrooms4 : Bathrooms3 : Parking Included2 : Agreement Type1 Year : Move-In DateSeptember 9, 2019 : Pet FriendlyNo : Size (sqft)2,000 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
"*** Bright and Spacious *** 3 Bed, 3 Bath in SW Barrie","$1,750.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>A lovely all brick detached house (1,900 sq. ft) in desirable South West Barrie is ready for you to move in and has many great features:</p><p>•	Open Kitchen with Stainless Steel Appliances --- Perfect for the Chef</p><p>•	Separate Living and Dinning area --- Spacious Layout and 9’Ceilings!</p><p>•	Fully Fenced Backyard --- Your own private space</p><p>•	Attached Garage with Inside Entry --- Let It Rain, Let It Snow, No More Struggle after Grocery Shopping</p><p>Also come with this lovely home:</p><p>	Long Big Driveway --- Enough to park 2 cars back to back</p><p>	Inviting and Delightfully Landscaped Front &amp; Back yard --- Make coming home a pleasure every day.</p><p>	5-pcs Ensuite Bathroom (with Soaker Tub)</p><p>	Large Walk-in Closet with Built-in Organizer in Master Bedroom</p><p>	Located in the desirable Ardagh Bluffs area --- Family Oriented Neighbourhood and close to major routes, shopping areas, and trails.</p><p>Basement is not included and is separately rented out. The basement unit has a separate entrance, separate water heater, separate laundry and no access to your backyard or the garage, so no sharing is expected. (City registered second unit; fully compliant with City by-laws and fire safety code). You will fully occupy the main floor and the 2nd floor, combined 1,900 sq. ft.</p><p>$1,750 plus 65% utilities. Available Nov 1, or Oct 1 at the earliest.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, L4N 5M8, Barrie, ON</span>","<time datetime=""2019-09-04T15:49:43.000Z"" title=""September 4, 2019 3:49 PM"">about 4 hours ago</time>","Unit TypeHouse : Bedrooms3 : Bathrooms3 : Parking Included2 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyYes : Size (sqft)1,900 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
860 Blackthorne: Apartment for rent in Gloucester Ottawa,"$1,649.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><strong>Open House Hours: </strong><p>Please call to schedule an appointment</p><p>Relax on your private balcony, floors above Gloucester and experience the satisfaction and convenience of living at 860 Blackthorne in Ottawa, ON! Ideally located near Highway 417 and Aviation Parkway, 860 Blackthorne offers not only easy access around town but to the big city delights of Ottawa as well.</p>GLOUCESTER OTTAWA APARTMENTS<p>In addition to a great neighbourhood we also offer:</p><p>Newly renovated apartment homes laminate flooring, private balconies with dazzling views, several nearby parks and entertainment venues, espresso cabinets and dishwashers in each kitchen, and on site staff with 24 hour emergency maintenance.</p><p>We've recently renovated the bathrooms and kitchens in our high rise apartments, offering residents three appliance kitchens, freshly painted rooms and balconies, and laminate floors in every residence. In addition, extras like stainless steel appliances in select apartments, elevators and a spacious laundry room create a convenient lifestyle.</p><p>When you make your home at 860 Blackthorne, you gain access to all of the dining, shopping and entertainment choices Gloucester has to offer. We have five parks within minutes of our front entrance, several shopping malls to select from and even an outdoor ice skating rink down the road.</p><p>We invite you to view our floor plans and experience 860 Blackthorne for yourself. Call 613-518-1095 today for a tour!</p><br/><strong>Utilities Included:</strong><br/><ul><li>Heat</li><li>Water</li></ul><br/><strong>Property Amenities</strong><br/><ul><li>Visitor parking</li><li>Crime Free Certified Building</li><li>On-Site Staff</li><li>Laundry Facilities</li><li>Elevator</li><li>24 Hour Emergency Service</li><li>Fitness Centre</li></ul><br/><strong>Suite Amenities</strong><br/><ul><li>Renovated Kitchens</li><li>Laminate</li><li>Renovated</li><li>Rooftop Patio</li><li>Balcony</li><li>Secure Entrance</li><li>Pet Friendly</li></ul><p>*E&amp;OE.; Pricing subject to change and finishing may vary, contact Customer Care Coordinator for more info.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">860  Blackthorne Avenue, Ottawa, ON, K1K 3Y7</span>","<time datetime=""2019-09-04T15:49:32.000Z"" title=""September 4, 2019 3:49 PM"">about 4 hours ago</time>",Unit TypeApartment : Bedrooms2 : Bathrooms1 : Pet FriendlyNo : Size (sqft)0 : FurnishedNo : ,
860 Blackthorne: Apartment for rent in Gloucester Ottawa,"$1,399.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><strong>Open House Hours: </strong><p>Please call to schedule an appointment</p><p>Relax on your private balcony, floors above Gloucester and experience the satisfaction and convenience of living at 860 Blackthorne in Ottawa, ON! Ideally located near Highway 417 and Aviation Parkway, 860 Blackthorne offers not only easy access around town but to the big city delights of Ottawa as well.</p>GLOUCESTER OTTAWA APARTMENTS<p>In addition to a great neighbourhood we also offer:</p><p>Newly renovated apartment homes laminate flooring, private balconies with dazzling views, several nearby parks and entertainment venues, espresso cabinets and dishwashers in each kitchen, and on site staff with 24 hour emergency maintenance.</p><p>We've recently renovated the bathrooms and kitchens in our high rise apartments, offering residents three appliance kitchens, freshly painted rooms and balconies, and laminate floors in every residence. In addition, extras like stainless steel appliances in select apartments, elevators and a spacious laundry room create a convenient lifestyle.</p><p>When you make your home at 860 Blackthorne, you gain access to all of the dining, shopping and entertainment choices Gloucester has to offer. We have five parks within minutes of our front entrance, several shopping malls to select from and even an outdoor ice skating rink down the road.</p><p>We invite you to view our floor plans and experience 860 Blackthorne for yourself. Call 613-518-1095 today for a tour!</p><br/><strong>Utilities Included:</strong><br/><ul><li>Heat</li><li>Water</li></ul><br/><strong>Property Amenities</strong><br/><ul><li>Visitor parking</li><li>Crime Free Certified Building</li><li>On-Site Staff</li><li>Laundry Facilities</li><li>Elevator</li><li>24 Hour Emergency Service</li><li>Fitness Centre</li></ul><br/><strong>Suite Amenities</strong><br/><ul><li>Renovated Kitchens</li><li>Laminate</li><li>Renovated</li><li>Rooftop Patio</li><li>Balcony</li><li>Secure Entrance</li><li>Pet Friendly</li></ul><p>*E&amp;OE.; Pricing subject to change and finishing may vary, contact Customer Care Coordinator for more info.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">860  Blackthorne Avenue, Ottawa, ON, K1K 3Y7</span>","<time datetime=""2019-09-04T15:49:31.000Z"" title=""September 4, 2019 3:49 PM"">about 4 hours ago</time>",Unit TypeApartment : Bedrooms1 : Bathrooms1 : Pet FriendlyYes : Size (sqft)0 : FurnishedNo : ,
Wanted: Single male student looķing for a room to rent,Please Contact,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>If possible the room should be within 3km radius of college (fleming sutherland campus)</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Brealey Dr, Ontario, Canada</span>","<time datetime=""2019-09-04T15:49:29.000Z"" title=""September 4, 2019 3:49 PM"">about 4 hours ago</time>",Furnished : YesPet Friendly : No,
Brand new 1bedroom +Den $2100,"$2,100.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Eau Du Soleil
Brand New 1bedroom +Den
For lease $2100
Beautiful Lake view and CNtower view
Luxury Lakefront Living This 1bedroom +Den 650. sqft
More Upgrades - Quartz Counters, Taller Kitchen Cabinets, Upgraded Backsplash &amp; Floor Tiles, Hardwood Floors, Mirror Doors. Breakfast island. Salt-Water Pool, Gym, Pilates/Yoga Studio, Party Room. Minutes To Downtown. TTC , TD Bank , Metro, Shoppers Drug, Close to the Gardiner, Go transit, And much more.
Appliances: Fridge, Stove, Dishwasher, Microwave. Stacked White Washer Hi &amp; Dryer. 1 Parking spot &amp; 1 Locker Included</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">30 Shore Breeze Drive, Toronto, ON M8V 1J0, Canada</span>","<time datetime=""2019-09-04T15:49:02.000Z"" title=""September 4, 2019 3:49 PM"">about 4 hours ago</time>","Unit TypeCondo : Bedrooms1 + Den : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateSeptember 4, 2019 : Pet FriendlyNo : Size (sqft)650 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
HOUSE FOR RENT IN NORTH YORK(BASEMENT NOT INCLUDED),"$3,000.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Main and second floor of house available for rent.
3 bedrooms and 2 bathrooms
Kitchen Includes Stove, Fridge, and Double Sink.
Utilities and Internet are included.
Parking for 3 cars.
Basement is rented separately.
Shared laundry with tenant downstairs.
Updated plumbing and electrical.
Hardwood and tile throughout home.
Walking distance to Wilson Station and Yorkdale Mall.
$3000 per month
Available for October 1st.
Also available for short term lease.
If interested please call John at 6472421575</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">11 Winston Park Blvd, North York, ON M3K 1B8, Canada</span>","<time datetime=""2019-09-04T15:48:45.000Z"" title=""September 4, 2019 3:48 PM"">about 4 hours ago</time>","Unit TypeHouse : Bedrooms3 : Bathrooms2 : Parking Included3+ : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)1,500 : FurnishedNo : Air ConditioningNo : Smoking PermittedOutdoors Only : ",
Brand New!! 2 bdrm apt in legal triplex - Logan and Danforth,"$3,000.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>***BRAND NEW!! 2 Bedroom, 2nd Floor Apartment***	 Playter Estates and Jackman School District</p><p>Legal triplex, available IMMEDIATELY. Be the first to occupy! Must see!</p><p>Approx. 1,100 sq.ft, Beautiful and bright 2nd floor, 2 bedroom apt with own entrance and lots of storage and closets. 9 foot ceilings and hardwood throughout, band new stainless steel appliances + dishwasher, quartz countertops, full size w/d, A/C, radiant heating, large private outdoor deck. 1 parking spot and heating included. Hydro not included.</p><p>Steps to Danforth, Carrot Common, great restaurants, Withrow Park and Chester subway station.
$3000.00 per month</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">939 Logan Ave, Toronto, ON M4K 3E4, Canada</span>","<time datetime=""2019-09-04T15:48:31.000Z"" title=""September 4, 2019 3:48 PM"">about 4 hours ago</time>","Unit TypeApartment : Bedrooms2 : Bathrooms1 : Parking Included1 : Agreement TypeMonth-to-month : Move-In DateAugust 31, 2019 : Pet FriendlyLimited : Size (sqft)1,100 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
Room for Rent in Kanata,$650.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Room for Rent in Kanata
Size: 11 ft x 9 ft</p><p>Fully furnished: Double sized mattress, night table, desk, office chair, curtains, and a large closet.
Access to 2 baths, kitchen, living room. Laundry and storage in basement.
Utilities (water, electricity, heat) included. Rogers 75M internet included.
Parking on street, can park on driveway in winter.</p><p>You'll be sharing the house with two males in early 20s working full time.</p><p>2 minute drive to highway.
5 minute drive to Kanata hi-tech. 5 minute walk to bus stop for 62, 63, 64, 265, 268, and many more.
5 minute walk to parks, library. 5 minute drive to Kanata Centrum.
Very very convenient location.</p><p>Available immediately.
Proof of employment required.
Minimum 4 month term.
No pets please. Males only please.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">13 Kettleby St, Kanata, ON K2K 3C4, Canada</span>","<time datetime=""2019-09-04T15:48:16.000Z"" title=""September 4, 2019 3:48 PM"">about 4 hours ago</time>",Furnished : YesPet Friendly : No,
One bedroom apartment,"$1,450.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Brand new apartment for rent, lower unit in detached home. Complete with full walkout into backyard. Still wrapping up construction be the first tenant ! One bedroom one bathroom, in unit laundry.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Chieftain Crescent, Barrie, ON L4N 4L4, Canada</span>","<time datetime=""2019-09-04T15:48:00.000Z"" title=""September 4, 2019 3:48 PM"">about 4 hours ago</time>","Unit TypeBasement : Bedrooms1 : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateSeptember 15, 2019 : Pet FriendlyLimited : Size (sqft)500 : FurnishedNo : Air ConditioningNo : Smoking PermittedNo : Barrier-free Entrances and RampsNo : Visual AidsNo : Accessible Washrooms in SuiteYes : ",
1 Bedroom Basement apartment in Scarborough.,"$1,300.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Newly renovated 1 bedroom + one hall room (can be used as second room), Basement Apartment for rent near Ellesmere/orten park. ( IN BETWEEN CENTENNIAL COLLAGE AND UNIVERSITY OF TORONTO SCARBOROUGH CAMPUS ) 24 hours bus service.
Available from October 1, 2019
Detached house and separate entrance
Rent includes:
wifi
Utilities
coin laundry
Small size kitchen with fridge, microwave, stove
Full washroom with shower
First and last month rent
Student (girls) preferred upto 2 or max3 person.
No smoking
If my ad is up, it is still available
Please text your name and number. I will call you as soon as possible.</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, SCARBOROUGH m1g3b7 ON, Canada</span>","<time datetime=""2019-09-04T15:47:56.000Z"" title=""September 4, 2019 3:47 PM"">about 4 hours ago</time>","Unit TypeBasement : Bedrooms1 : Bathrooms1 : Parking Included0 : Agreement Type1 Year : Move-In DateOctober 1, 2019 : Pet FriendlyNo : Size (sqft)600 : FurnishedNo : Air ConditioningYes : Smoking PermittedNo : ",
One Bedroom Condo in Mississauga!,"$1,900.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>PLEASE VISIT http://www.torontocondorentalsonline.com/mississauga-condo-rentals/ for More Pics and Details</p><p>Get a Professional Real Estate Agent to help you find the perfect condo, house or apartment rental, and best of all, IT WON'T COST YOU ANYTHING!</p><p>We are a professional Real Estate Agency that provides rental services at no charge for tenants.</p><p>Services Provided by
Toronto Condo Rentals Online.Com
1-877-211-8746
416-259-1298</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">, Mississauga L5B0B9 ON, Canada</span>","<time datetime=""2019-09-04T15:47:24.000Z"" title=""September 4, 2019 3:47 PM"">about 4 hours ago</time>","Unit TypeCondo : Bedrooms1 : Bathrooms1 : Parking Included1 : Agreement Type1 Year : Move-In DateAugust 18, 2019 : Pet FriendlyLimited : Size (sqft)600 : FurnishedNo : Air ConditioningYes : Smoking PermittedOutdoors Only : ",
Rooms for rent in brand new big detached home  ,$650.00,"[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Rooms available for rent
Brand new house just finished built
Four bedrooms separate washrooms laundry open concept kitchen parking
Looking for working professional females
first come first serve
starting from $650
6476417325
first and last required
Available immediately
Major intersection wanless and Chinguacousy rd Brampton
Close to all highways mall schools and shopping plaza</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">Moody Dr, Vaughan, ON L0J 1C0, Canada</span>","<time datetime=""2019-09-04T15:47:21.000Z"" title=""September 4, 2019 3:47 PM"">about 4 hours ago</time>",Furnished : NoPet Friendly : No,
Fully Furnished 1 Bedroom 3-6 Month Sublet,"$1,975.00","[<div class=""descriptionContainer-3544745383""><h3 class=""title-1536205785"">Description</h3><div><p>Looking to sublet my 1-bedroom basement apartment from September to December 31st @ $1975 per month. Move in date is flexible, as long as it's some time in September or October 1st at the latest. Move out date is also flexible but at minimum I would need the term to go until December 31st. If you need the place for a few extra weeks or months that can be arranged. Can be available up until February 29/2020 if needed.
Location: Little Portugal - Main intersection is Dundas and Ossington. Great neighbourhood with tons of restaurants and bars within walking distance.
Transportation: You have access to the Dundas bus (3 min walk), the college street car (4 min walk) and the Ossington bus (5 min walk) which takes you to Ossington subway station in about 7 mins.
Comes fully furnished with a couch, bed, tv, pots and pans, plates/bowls/cups/glasses, all kitchen utensils etc. Everything you need to move right in. Laundry on site. Utilities and internet included.
Will require references, credit score and employment letter (or proof of financial stability). First and last month required with postdated cheques for the remaining months.
If interested please shoot me a message telling me a little about yourself and we can set up a viewing time. Looking to do viewings and choose someone asap.
PS - the pictures were taken at night, the place has 4 windows, 2 in the bedroom and the other 2 in the living room and kitchen area.
**NO COUPLES, looking to sub-let to 1 person only</p></div></div>]","<span class=""address-3617944557"" itemprop=""address"" itemscope="""" itemtype=""http://schema.org/PostalAddress"">M6J 2C1, Canada</span>","<time datetime=""2019-09-04T15:47:06.000Z"" title=""September 4, 2019 3:47 PM"">about 4 hours ago</time>",Bedrooms : 1Bathrooms : 1Furnished : YesPet Friendly : No,
